id,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,x_int_1,x_int_2,target
1,-0.14923535820622402,-2.8269655462006256,-0.5229011687236942,-4.198449288599919,1.3649428820892484,0.8150431658684213,-1.1955179821979982,-1.9322321889136893,2.396352529351619,1.1216827676339693,-0.33225031481380496,0.30375028103502055,2.4393145402818606,3.905689736110298,-0.6799447450158337,-1.8478897915638632,-1.4508498126672131,-0.5239625723875658,-2.2037659940852743,1.717016603435854,-0.46723834144201226,-5.418751666832564,5.1155308980404905,0.9519004408051435,0.08520013310940841,0.3045879363806755,0.20659900748129692,0.29332153700564056,-0.15932288176305398,0.44801501443544817,0.5727453997006993,0.14991625773183814,0.8783924886326848,-0.6797325635815848,1.412750731616709,0.4218832159239041,9.217166575760437,1
2,-1.9661796497198776,-4.877541881853864,0.26836657229349836,-9.607791349177244,0.0971486920715513,1.3471845553497996,-3.8725753705969685,-0.39511650642475943,1.7100678834713718,-0.2988093087906502,0.5551775776767047,3.632875661536444,1.5519837866908277,2.6719949979300712,-4.859814003085357,-3.4547981266807453,-0.2386380848033774,0.604068721769788,-3.0807576125410563,0.4899682827314268,-0.5368908951248934,-5.967924230125131,0.4942410752484052,-0.16389169414101745,0.18531469269932363,0.3914455240278843,1.9064704836974502,1.9245486820205235,-0.38921206838301003,1.383794474980686,0.16987643053811158,0.04396879527581403,-0.9635451140935485,1.006643265384449,-2.4886902557918247,9.590123588757463,24.772825597101306,0
3,-0.5559641447126813,-0.9999196971403512,0.209673311492261,-14.119497727795935,-1.8089501997139898,-0.006222489848285996,-4.651107716389158,0.9119439262150687,-0.28903723454260155,-0.09269230031625166,6.528587908308913,5.06978086921324,-0.3576750951252974,-0.6373258643651878,-7.34390429118995,1.0844974099766997,1.7290889510529777,3.4360857701788037,-14.699661053994104,1.1153792277167962,-1.9020151160836178,-2.9456270612429374,0.3347637434789097,0.4643421332412842,0.9224324669956984,0.29189992109766416,0.871523342501434,0.7928704545473736,-1.3839703568181676,3.0443207646512613,-0.18286445795673864,1.425649004186043,-8.418597997843277,-4.629754002918459,-0.4397977894179439,0.5559194992019987,41.800516686403846,0
4,-2.049199143179224,-5.600713257077211,-1.6646772804382541,-6.2638925248365975,-5.224455471800694,0.8483512943200335,1.4072102792204848,-0.5420795403884129,0.11910186367101416,0.6817326140494115,-6.759152678033967,7.319979014779305,2.850692255692106,0.07588942552510439,0.007787603397227727,1.0230494176831788,-0.32898607746256864,0.9295861739849847,-6.925342476683689,-0.010655227156842364,0.6264355813657325,-2.2909216845428757,-5.093754389954195,0.6001835085153409,0.6174996207854602,0.2132498356942042,2.849319707732891,-0.7326011807368108,-2.7130800129262935,2.762637148226082,-0.520796018277046,-0.14245480523678955,1.668337829123926,2.29281048872929,-10.744916098316368,11.47697680759514,65.31585968436646,0
5,-0.2205559762446212,4.88947928739801,-2.235840159742969,6.4500460869341225,0.7743889416470292,-2.382624867052864,2.58481636392075,4.2118562727418425,-0.3178889575522772,-1.2758881782743248,-6.865157827765824,-1.6365066909594208,1.7985133736702332,-10.927352619283573,6.128509312501274,3.304735687454742,-0.8895840324050197,1.4018490410213083,-5.221212420887567,-0.9254079962399072,-1.5124237505463478,7.052792938087056,-4.277646107171168,-0.5601356675541376,1.1526671537082989,1.8718359549252592,0.6100970119558283,1.9482620280140357,-1.3028715514513196,2.4788616528473355,1.5286102635635688,1.0981305707019333,3.547087212599075,2.5177566894555454,-9.364106390671898,-1.078403877559923,93.01786950538995,0
6,2.9778783655250773,3.0886536699146006,-0.19789882362159464,2.108978735153315,0.03948023977988302,0.798093539373772,-1.1197926253007024,2.408403113486346,-0.555854898114029,1.1433272518346749,-4.155098028777007,1.0375920180318516,-0.5631764637655885,1.9900224313939878,-0.8651251016014883,-0.04247688819939255,1.5207963657305779,-4.746380065274886,2.5352667371904998,-0.3855049627677028,-1.9994653417952128,-2.293956941869969,0.2115528182457084,-1.0629080746126531,0.5150427710750751,0.713774579574478,-0.9445602114508425,0.4860117267270402,-0.15784354645074283,0.5030925127963766,0.2207651950562555,1.489864867426306,4.116737381160576,-0.8159326194090236,-5.120649076331775,9.197634942238322,0.8802126670389416,1
7,2.473418103956046,8.520288188817819,1.3071301512308906,4.086820639561589,2.7957727704338735,-1.7606868183287232,-2.670722127077606,3.629827928056411,-1.8175468066824962,-1.3372478969283128,3.034309166531633,-3.517859716204506,-2.289819953115728,-9.941846726799174,-0.9980739615642007,1.4786911474675697,-0.2743538480727265,2.9629254421446927,-2.146038615415056,0.06390196165126737,-0.4550058380388554,3.9771835705039718,1.3207670484785239,-0.7826506180703965,0.6032406960052679,-0.39402045501553895,1.0441818381502512,-0.7059964288761292,-0.12520066390282036,-1.0850339060227803,-1.2290921412235474,-0.3019357426809978,-3.4104671137791227,-0.014362854705679773,1.1611729640551556,21.074235057144865,21.831822341766294,0
8,-1.571984065838287,-0.5732075554998488,0.30880871288996214,-1.1009969625485139,-2.1618875314222006,1.2241712670801312,0.5171672275268009,-4.743501435872085,1.9972705500463377,0.5139867857932091,2.91447870518114,-0.011332266052064277,-0.29473405536935426,3.628827412712176,1.2720227051990323,0.6457156159403266,0.09110610734032369,2.6929432322198057,1.366205475161055,-0.27112024071626833,-1.5634465609059232,-3.4087604554867,3.7197484065799804,1.5662248837050987,0.24917633527845812,-0.29859977816853334,1.4572179449215383,-0.31326872117142285,0.6825007398164777,-3.216267972361389,-2.007971214021291,-0.6813981606117394,-5.161190527733233,1.2506318685406892,5.016772063041274,0.9010731436638779,0.37433616511952655,0
9,-2.5956724316785915,1.6502478210477858,0.017120008603899273,-4.217646798518416,-0.2808511459622829,0.644834401199792,-0.9443577080346643,-0.12471262618669776,3.571425589959272,-0.6626738286565071,6.029604190526116,-4.137829548663342,-0.5774776202524949,2.802684344831238,0.115622707713253,-0.03071976081967631,1.034468202389785,2.2464764270595143,0.04271087912825868,1.1637744527786162,-0.06834224201437136,-0.8517786586177888,2.190827433737205,-0.5938524174116759,0.4858180072942579,0.008125253417146096,0.24424379879462363,-0.3611671741262407,3.54142655878195,-1.3533468332965297,1.7768809205890908,0.42825913654163167,-6.1974059485198145,0.07147853284376404,3.546397238568305,-4.283502774531403,0.30454003518278655,1
10,0.02587403069997607,-2.873844676184329,0.4388317983447918,-5.353178469876774,1.5170695730841597,-0.5554539652590088,-1.1602530517089948,-1.6358420734370906,-0.2398802924803246,0.5033740409186643,6.8462188060466795,1.5100065572919308,1.3334301332484388,-0.31879332678488925,-3.141151256890476,0.635132248859879,0.18529748459336334,2.4170272573307616,-7.7594823508863735,0.6820067719364821,0.8687355386317821,-1.6357557250810035,4.465080028639237,-1.6443855874769362,0.03334073233681085,-0.8640753688755529,-0.014475410667263253,0.5375703032666131,-0.3922550949073775,1.0578846927451018,0.42408439165831197,1.33584316582704,-3.8496329057319447,-3.6155787322590696,6.4100281960624965,-0.07435794537855611,12.57539208757348,0
11,2.189613753046812,4.397400533468952,1.262481610464218,9.46932016747107,-3.3897914671917695,-0.2884854018702498,3.630888874630208,-0.38965653613998025,0.8023382808725037,-0.038893747590704394,-3.0296512279325736,-0.7588626289208289,-1.5129499895480705,1.2714782690015145,4.462633441033404,4.962738000932666,2.337995026712088,-0.9783946566223102,5.468350477256369,-0.25976684407561235,1.2171361234513662,1.6652733492203544,-0.7876140931590627,1.3703969553234625,-0.17074316956195512,0.6641893539560786,-0.05216407486343023,-1.4636371851195822,2.9083625164486806,-0.9265857008222753,0.7526034515581094,-1.0956009567517195,-1.0548277047842731,2.752357274021686,-3.478741812857548,9.628608685739005,113.204231894675,0
12,-3.1465443253380156,-9.289990535885124,-1.4269881821387276,1.09222374651279,-2.6936476324898235,-0.24391231280937511,4.461818482363134,-3.226799247441094,-2.5068374424265114,-1.704467115829605,-0.20334045942468282,2.5389994083697047,-0.27075944933140184,3.9335051304052384,1.6034031530039883,-1.086584522007618,0.8478641201248497,-0.25678077978473723,5.614088315382653,0.08007840731592553,-0.8234053160687494,5.113163076446214,-7.503515972030721,0.3147267696061049,-0.4798470154255265,0.005780109313677782,0.6358687225033403,0.5684661575397321,0.06303392692061693,0.5670842471574964,-1.1211697331731458,-1.0804172034059283,1.737859939336723,0.507955536882583,3.181420346204796,29.231367003133208,1.7023294225114027,0
13,-0.035897124944363035,0.5756602409984357,-0.16981152422094717,-7.83757438690941,-3.126588447858543,-1.030795466308401,-5.737322554006762,-0.1190739912984824,-2.160307021797615,1.6976402799530395,3.448764073371378,9.15632825754265,0.5786451014261909,-2.613593042848337,-3.4024726611325686,1.6120327552784026,0.10596496944943153,1.5593327930116456,-8.405552141425993,0.899238400912939,0.6121996185522124,-3.1002491573758024,1.1291190171191718,-1.2006289295189656,-0.13081759290206713,-1.1303797346155997,1.7580458665282224,0.61143468821794,0.5998364446522477,0.9108953653305987,0.5178172654299558,-0.6593295459839159,-9.284198681842843,-1.9344186648759831,-4.055651091672953,-0.020664547596622982,10.431109676418554,0
14,5.060974438287484,4.174816856668286,0.41705661416048184,2.359343912413763,6.637599512890262,0.33611300793685583,-1.0567163348269384,0.15081308956796802,0.5931159386867315,-0.05460124340601614,2.4807337157297775,-8.397041203894343,-0.06563095864065349,-2.4841441437109717,-1.3990139059757072,-1.2834936165871718,0.890631724739736,1.6139018697479548,-3.325869171577831,-0.5166184703584198,-0.7552620119897965,-0.5946352952913406,9.82886920274642,-1.7557678633743277,-1.506974864938614,0.0063199342186930595,-0.3951210852928018,0.32377872951580233,-1.5460800641176013,-0.34383023500485166,-0.5380722991056601,-0.23899843328082762,1.4968979539503895,-3.862073381301224,10.292042997811699,21.1286413961299,2.3215471846009264,0
15,-0.32901644288285997,-0.6174375772717131,0.5815601833698931,2.8506646080023117,1.8442081004210669,-0.7435222121934062,-0.09829480804141089,-1.2720155375968565,-1.2249989039630929,2.366061217011285,1.4490836602221644,6.690489000478748,-1.0381680886816294,1.9674883700286134,-0.8637709666739654,2.576361274564958,0.9977507745369072,-4.497497687665945,-2.460954812068323,0.700855265551953,1.381493966279301,-0.48289876191562664,-1.9742138502674607,-0.18370565225675697,-1.7587494294625987,1.1706400479371646,-0.8670845440440981,-0.4361584110059708,-1.6390052933163768,2.6394929080494838,-0.5288224208863067,-1.1536619430928918,1.9390364857376692,-3.1939148190244104,-0.01711012836100201,0.20314711537615004,4.725925950743951,0
