id,f01,f02,f03,f04,f05,f06,f07,f08,f09,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,target
1,-2.7214190148275645,0.6522938016021419,1.8672343245901943,-0.24533075747321345,-0.24118192698075802,-0.19550869678720456,1.1801934749255527,-0.7248159708160342,1.8041650938614833,-2.7108714116825956,4.142804526791745,-1.9979044838062698,0.5150141235274528,0.596493334828632,-1.2298390629967355,0.29846289944657023,2.5285788301802734,1.1485771767486168,0.1963066682660385,0.042851008938098574,-0.1532322699669217,1.566166579098281,-1.5161248512040642,-1.5868573497583007,-3.9989374668699056,-1.3084586145668824,2.1551254035002687,1.9925186553636696,0
2,-4.19151953323173,-0.6477310218476712,-0.8819289483943995,-0.9681589968772679,3.5307246928104634,-4.858591646269067,0.240978538946236,-0.7140172815716453,0.2857687503982659,-3.199756030147589,8.884704580796647,2.7564232793321803,-2.064331512370072,0.6380627349973282,4.3150054757008895,2.0025378170630415,1.1017249520325816,-0.6333143146712479,-0.6995116974529387,-1.1700564176924768,0.6316614259636013,1.277914503145561,-0.46443248238008333,1.9279861429889036,6.034154403124804,0.1498330598815769,4.861591608955399,-3.547303153513455,0
3,-0.5827386836490565,0.4151276484858267,-4.205612947189737,-0.32085261589206177,0.3135698084226033,-2.6554512525692333,2.2153867813120085,1.4922216655244522,-0.5167271098204358,-2.083180486043366,0.27633040989138635,-2.688014370530786,1.0174117854124916,0.12102338903528714,-1.0282555526054242,0.0013575877119073542,-0.4421327797504657,-0.9147425128021686,-0.13032114962974753,0.08328077400477851,-0.7579118529471599,5.672669024236292,-0.28347153842370465,0.2753618073542061,-0.9880549434220555,0.9408834476952839,-3.0507489631163294,-0.7038653406464659,1
4,-1.7660816714832124,1.2535226657889575,1.610803792794015,0.46606732165535153,3.8378681277831657,-3.564073135642887,-1.8310309431302434,1.0662645183474762,-0.19863577428709048,-1.2565295336883473,6.5260170517836595,7.159525851046378,-1.1317035495638987,-1.039030131590804,3.762053882834024,1.2700074195707478,1.8794906559814817,0.9529033571050698,-0.7171432973251739,-0.6746482577472052,1.7802845348707355,-4.718432316306418,0.7115729960910497,1.7056097623292499,6.474380229987872,-1.6905369342314218,8.68773466051374,-2.7993990064389336,0
5,-2.157833963194359,-1.3612852894182985,-0.9171988566854257,0.937284796775398,0.40855050333475607,-0.062032390438702165,-0.4801958377787958,-0.5544540642134916,-1.0264341582407406,0.13583938948240437,-0.42468433324954974,0.15680396384760487,4.326205809900113,0.4366434475272241,1.5796131821703232,-1.5812986275774734,0.2910029576596119,0.463114889012056,0.41855625613638947,-0.09627658816772033,0.21287488281414135,1.7106990542679592,2.476219574146117,0.6693051083566542,3.1660717956143,-0.7184926955427077,3.6304570752095695,0.08398554346023746,0
6,-1.7665672038642253,0.16198388289224191,3.558171311915969,0.22987949787240985,-3.218682885203284,4.200226013588157,-0.15426338590868705,-0.5262411993613261,0.2335475148182947,1.4266505541651253,-1.445115773390655,-1.3463773370384227,0.7923770775105645,1.2297432047044206,0.9737998733172468,1.1651536033987147,-1.2539786746788795,0.7522120105976219,-0.6621695121377658,-0.6705360538121166,-1.3782809998327454,-1.9499560207428563,1.050303671770316,0.7092802444262005,1.068208253929115,-0.8762194685077275,0.7253382371683341,2.465707843532619,0
7,1.7932749755252182,0.16404545012295846,3.5401687795634893,0.10241483828002611,2.6819941606034203,-4.64721943506091,-1.4816077647447476,1.7885874820006746,-0.5348211678215934,-0.4623380304471294,1.0308705882085183,2.726371693857824,-1.0417187610251348,-0.967644783828653,-0.14850398806017218,0.6126343442488091,2.5817401112667335,4.3641043150987,0.17549240720556528,0.40281117817756823,0.5138691295586583,-6.8712456107322994,0.4413120166560649,-1.045109697889652,-3.215736959807836,-0.3241979475074927,4.136624685177539,0.6901029478515885,1
8,-1.8549311923701728,0.1649124570953811,2.2948817228373577,-1.1321689265945112,-3.7650333757181227,3.774361382337303,0.5524306476828089,0.541813455612012,-0.5080784016173634,0.9811258956669318,-0.6489961882883135,-1.8539370108458302,-0.06881639521805316,0.04316513945402048,-0.22695631295298835,-1.2287975203432542,-0.8801765924268798,0.4742167415197218,-0.6531823434911042,-0.15455648007513798,-0.4036354214408787,-0.6109394667594502,0.6438716602850879,0.29329699027586714,0.6151084070800501,-2.1571786739926577,-1.509661643995105,1.1964222679745415,0
9,-3.7368549880220754,-0.9163438951885826,-1.893165243092753,-0.23409874457959093,0.34536264705064945,-0.6795335561913888,1.6866960045504205,0.6266484742569584,0.5130136964087767,-0.34564800896041414,5.64994511576365,-0.49411816425686683,-0.346871221521041,0.9104174392725383,1.318329215339643,-0.32172645440703435,0.7809262457588146,-1.4375210642982221,1.003714274142874,-0.8757866563756374,-0.371870628379353,3.4162885373223175,-2.0734086036828705,-0.9649265768548129,4.719273653013304,-1.237406463696483,2.5864576705775346,-2.2364049495427016,0
10,-1.4270803027098422,-0.45362055930571193,0.8661228081532559,1.4140695610294385,-3.084197733253684,3.0633931914185455,-2.064903803037768,-0.8000694797330687,0.5513948653271363,0.03270542292855194,-1.8227557280289244,0.2858651396828771,1.5340640289341887,0.38513997008014506,1.3266400098994664,0.6645835584505733,0.01748662695854164,0.23338951534687702,2.3157860517314486,-0.593184732381917,-2.663258916568182,-0.9727022182315481,0.4320326121923604,1.1804224664789331,1.669412087819306,0.23450921076792797,-3.2297445828375193,-1.4071700232665802,0
11,-0.7032489639758792,1.2085013833720968,-2.564451090272775,0.8211607563051151,1.6985830922049059,-3.8189822109757174,1.4706549975576197,-0.7318776417135562,0.5938790332792021,3.730340822698744,1.896171147532637,2.408397997920795,-0.2344938803984501,-0.3321937833652791,2.1544933904995043,1.1237443745629245,-1.0009092368400734,0.6509214487300119,-0.14183338060982853,0.28442833316878247,-0.8461468475957572,-1.70089502048739,1.0229887077274646,-1.4097142621438021,9.5954856410837,0.170044635567825,5.397202613590706,-3.303779614085096,0
12,0.8818688298214741,-0.6483660251254002,2.2023443047624283,-1.0831022939057304,-5.682550085023347,7.074335660664231,-2.134122736129097,0.4912723219452362,0.660508132952764,0.5550799910761715,-0.820050874555449,-0.07586521089189624,1.257065183346194,0.36410161791403145,3.9413116438678797,-2.8218745013834954,2.300616387586948,-2.8498729180468105,-0.10586904900405854,0.17575144992520628,1.7619918028959018,-6.961997697898159,0.4638538341069104,0.3110611132171512,-1.7723858051371475,0.2598781360179357,-2.052321859753196,1.689729962218764,0
13,-1.970271253523057,1.8668503010625677,0.2545205097779436,-0.6107957168980389,1.22166466344971,4.0533732751739695,-0.16076277709500542,-0.3132759222934236,-0.8387293213296075,1.7964970178275557,2.222162613666074,1.8552292942112998,-0.8635193694640146,1.942993437301331,-0.4075589078372662,-0.34295655342274717,-1.40390911656684,-2.75026666046665,1.577553631555038,0.7917103204695184,1.6145712875362395,3.67653399816848,0.5982725756107574,1.4846800677256002,5.0364118538182385,-0.4557483842650722,3.599573510989525,-0.8562627591505427,2
